$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
0$Condition: Depression$12/10/2019 10:44:42 AM$Reviewer: 45-54 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$"I can feel the medicine starting working hard in my brain from first day. I got the feeling of drinking too much coffee right away. The coffee feeling went on and off, I also yawned too much after two weeks(40-50 times per day for 3-4 days). All of these went away after a month. I felt so good after, it seems I am a new person, not as tired as before not easy to get depressed or mad as before.
This medicine works perfectly for me."
1$Condition: Anxiousness associated with Depression$12/7/2019 11:05:13 AM$Reviewer: 13-18 Female  on Treatment for 5 to less than 10 years (Patient) $1$1$3$Made me more anxious, made my depression much worse, and it’s side effects make it not worth taking.
2$Condition: Depression$4/4/2019 11:56:00 AM$Reviewer: 25-34 Male  on Treatment for 1 to 6 months (Patient) $5$5$5$
3$Condition: Obsessive Compulsive Disorder$2/16/2019 7:21:20 PM$Reviewer: ocd/manic depression/ptsd, 13-18 on Treatment for 1 to 6 months (Patient) $3$3$3$I've had OCD manic depression and PTSD for about 8 years and it was never treated, this medication has completely stopped my very frequent and violent intrusive thoughts as well as lessened the number of panic attacks I have, unfortunately, it has not alleviated any of my other symptoms.
4$Condition: Panic Disorder$12/31/2018 12:10:51 PM$Reviewer: T-train, 19-24 Male  on Treatment for less than 1 month (Patient) $5$5$5$Was diagnosed with panic disorder and major depressive disorder. After taking the first dose of 20mg, my symptoms were seemingly eradicated and every day is getting better and better. Have not experienced hardly any side effects. 
5$Condition: Depression$12/29/2018 1:02:18 PM$Reviewer: 75 or over on Treatment for 1 to less than 2 years (Patient) $4$4$4$Feel better than I have in a long time
6$Condition: Depression$9/21/2017 11:06:21 PM$Reviewer: pam, 45-54 Female  on Treatment for 1 to 6 months (Patient) $3$3$4$
7$Condition: Anxiousness associated with Depression$7/23/2017 5:05:53 PM$Reviewer: Kat , 13-18 Female  on Treatment for less than 1 month (Patient) $4$4$5$Began taking this a few weeks ago and have been quite satisfied with it as eventually it does its job. Despite it taking a couple of hours to really set in, it still works to help with my anxiety.
8$Condition: Major Depressive Disorder$7/14/2017 3:23:35 AM$Reviewer: Fenale43, 35-44 on Treatment for 10 years or more (Patient) $3$2$3$It does nothing for me, except maybe not cry so much. Instead now I still feel depressed, but I'm more numb in how I react and my empathy seems to have almost gone. I had tons of empathy before, probably too much. I know being like this is not normal. I know empathy, I just FEEL it less now.
9$Condition: Anxiousness associated with Depression$7/11/2017 10:40:15 PM$Reviewer: coreyjroth, 25-34 Male  on Treatment for 1 to 6 months (Patient) $1$1$5$After having been on zoloft for almost 3 years with excellent results, it pooped out on me and stopped working. My doctor decided to first max out my zoloft dosage to see if that would help. It somewhat did, but not to out satisfaction and it made me very sedated. We then decided to switch me to prozac as it is the most stimulating and i was looking for something to give me energy. Over several weeks, i weened myself off of the 200mg a day zoloft (down 50mg a week) and up to 60mg proac (20 mg per week until 60mg). The transition period was tough. I was unable to distinguish if the side effects were from discontinuing the zoloft or beginning the proac. By the time I stopped taking the zoloft, I was on 60mg prozac/day. I was irritable, anxious, and unable to have a full night's sleep. I would wake up every 1-2 hours. I also have ativan to take when needed and it surely helped with the sleeping and daily panic attacks. after several weeks, I thought that the prozac was beginning to work. However, I was wrong. I had severe side effects that would not go away. Mainly, joint pain, irritability, lack of motivation and concentration. I also noticed bruises on the inside of my thighs that came out of nowhere. I went back to my doctor and we lowered my dose to 40mg/day. a week later, after having the same side effects on top of fever, night sweats, and just did not feel right. I called my doc and she recommended i go to the ER to rule out neuroleptic malignant sydrome (later found out that is caused by antipsychotics, NOT antidepressants). we decided to end the prozac as it was clearly not working right with my body. I am beginning 10mg of lexapro tomorrow and am trying to be optimistic. I had great success with zoloft until it pooped out and am really hoping that the lexapro will work just as good as the zoloft. I know everyone's mind and body reacts differently, but for me the prozac was a failure. Just work closely wit your doctor, you know your body. Peace to all :)
10$Condition: Panic Disorder$5/22/2017 12:58:49 AM$Reviewer: 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $3$4$4$works really well with my depression but not as much with my anxiety
11$Condition: Major Depressive Disorder$5/22/2017 12:54:11 AM$Reviewer: 13-18 Female  on Treatment for 1 to less than 2 years (Patient) $4$4$4$
12$Condition: Major Depressive Disorder$2/1/2017 5:01:46 PM$Reviewer: 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$4$This saved my life. Every day, I'm grateful to this drug. It's not always easy, but I see hope for the future. 
13$Condition: Depression$1/11/2017 7:35:08 PM$Reviewer: 65-74 Female  on Treatment for less than 1 month (Patient) $3$1$4$ I took just one dose  10 mg of generic for the first day my heart starting beating fast, I felt uncomfortable and stop taking it.
14$Condition: Depression$12/30/2016 4:03:13 PM$Reviewer: lorraine, 65-74 Female  (Patient) $5$5$4$I have been on this drug 20 years. the only med that helps my depression, I've been on so many that have not worked for me.
15$Condition: Repeated Episodes of Anxiety$5/23/2016 8:07:29 AM$Reviewer: Gracie, 13-18 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$4$
16$Condition: Depression$3/16/2016 3:22:33 PM$Reviewer: Nurirod, 45-54 Female  on Treatment for 1 to 6 months (Patient) $4$4$4$I've been taking this medication for several months.  I also began taking another drug because I still had feelings of anxiety.  The other drug is Citalopram.  I have noticed in the past 3 months, I am constantly yawning.  I read the side effects for both medications and they both seem to indicate this can be a side effect.  I am leaning toward the Citalopram however, since I don't recall having this issue before taking it.  
